taxid,rank,date,shield_no
934872,POLICE OFFICER,7/1/2004,668
935384,POLICE OFFICER,7/1/2004,1175
954168,POLICE OFFICER,1/9/2013,27878
954168,SERGEANT,1/29/2021,5023
925813,POLICE OFFICER,3/1/2000,25793
925813,POLICE OFFICER,9/8/2009,25773
925813,POLICE OFFICER,10/16/2009,25793
925813,SERGEANT,9/28/2012,911
925813,SERGEANT,2/1/2013,4147
925813,LIEUTENANT,9/28/2018,
950932,POLICE OFFICER,7/6/2011,28191
962634,POLICE OFFICER,10/11/2016,22047
960993,POLICE OFFICER,1/6/2016,17061
941237,POLICE OFFICER,7/10/2006,26063
960994,POLICE OFFICER,1/6/2016,13016
951493,POLICE OFFICER,1/9/2012,19088
945431,POLICE OFFICER,1/7/2008,13117
945431,DETECTIVE,3/2/2015,4674
945431,SERGEANT,2/9/2022,2709
944841,POLICE OFFICER,7/9/2007,1493
944841,POLICE OFFICER,5/21/2010,12586
940496,POLICE OFFICER,1/9/2006,4987
940496,SERGEANT,12/22/2020,1595
950933,POLICE OFFICER,7/6/2011,19300
950933,DETECTIVE,7/27/2018,1866
935387,POLICE OFFICER,7/1/2004,7649
950849,POLICE OFFICER,7/6/2011,4982
964675,POLICE OFFICER,10/18/2017,2481
973621,POLICE OFFICER,12/29/2021,30441
971161,POLICE OFFICER,2/24/2021,26498
971162,POLICE OFFICER,2/24/2021,24942
959838,POLICE OFFICER,10/7/2015,21844
937918,POLICE OFFICER,7/11/2005,12449
937918,DETECTIVE,4/24/2015,4759
953167,POLICE OFFICER,7/11/2012,12442
944842,POLICE OFFICER,7/9/2007,19198
944842,SERGEANT,9/5/2014,4058
939375,POLICE OFFICER,7/11/2005,1860
969247,POLICE OFFICER,1/6/2020,24830
967620,POLICE OFFICER,4/15/2019,8240
937164,POLICE OFFICER,1/10/2005,10709
937164,SERGEANT,3/26/2010,1987
937164,LIEUTENANT,4/26/2013,
937164,CAPTAIN,7/28/2017,
954169,POLICE OFFICER,1/9/2013,9307
954169,DETECTIVE,2/9/2022,1764
946699,POLICE OFFICER,7/8/2008,10513
939100,POLICE OFFICER,7/11/2005,16945
939100,DETECTIVE,8/1/2016,3239
949384,POLICE OFFICER,7/6/2010,8997
949384,DETECTIVE,8/31/2018,871
916968,POLICE OFFICER,6/30/1995,3560
916968,SERGEANT,3/30/2007,481
944239,POLICE OFFICER,7/9/2007,629
944239,DETECTIVE,10/26/2018,4790
967621,POLICE OFFICER,4/15/2019,12884
956965,POLICE OFFICER,7/9/2014,9648
928847,POLICE OFFICER,7/2/2001,30104
928847,DETECTIVE,9/30/2013,2639
937165,POLICE OFFICER,1/10/2005,12579
950934,POLICE OFFICER,7/6/2011,24533
952044,POLICE OFFICER,1/9/2012,21595
958971,POLICE OFFICER,7/8/2015,5521
902662,POLICE OFFICER,6/30/1992,6113
902662,SERGEANT,9/30/1997,2746
902662,LIEUTENANT,9/29/2000,
902662,CAPTAIN,2/28/2003,
902662,DEPUTY INSPECTOR,4/30/2008,
902662,INSPECTOR,3/1/2013,
902662,DEPUTY CHIEF,8/30/2016,
956967,POLICE OFFICER,7/9/2014,14017
948100,POLICE OFFICER,1/14/2009,2399
948100,DETECTIVE,11/20/2018,3898
940682,POLICE OFFICER,1/9/2006,29370
940682,DETECTIVE,8/31/2015,3282
948101,POLICE OFFICER,1/14/2009,4565
967222,POLICE OFFICER,1/3/2019,26494
937166,POLICE OFFICER,1/10/2005,6882
937166,SERGEANT,3/27/2015,5304
952045,POLICE OFFICER,1/9/2012,24
952045,SERGEANT,1/30/2018,4192
940499,POLICE OFFICER,1/9/2006,29890
947214,POLICE OFFICER,7/8/2008,19284
947214,DETECTIVE,11/21/2017,2669
966239,POLICE OFFICER,7/2/2018,19284
930799,POLICE OFFICER,7/1/2003,3426
930799,DETECTIVE,6/26/2015,4407
956125,POLICE OFFICER,1/8/2014,13148
956968,POLICE OFFICER,7/9/2014,14021
948103,POLICE OFFICER,1/14/2009,7812
948103,DETECTIVE,9/30/2016,7317
957888,POLICE OFFICER,1/7/2015,16974
924238,POLICE OFFICER,7/7/1999,5313
960995,POLICE OFFICER,1/6/2016,8018
941238,POLICE OFFICER,7/10/2006,8595
941238,SERGEANT,6/26/2015,5372
963177,POLICE OFFICER,1/4/2017,6826
939102,POLICE OFFICER,7/11/2005,7493
939102,DETECTIVE,12/19/2019,6222
942259,POLICE OFFICER,7/10/2006,10732
942259,SERGEANT,12/19/2014,5209
918056,POLICE OFFICER,7/18/1996,17309
918056,DETECTIVE,10/26/2018,5472
918057,POLICE OFFICER,7/18/1996,2140
918057,DETECTIVE,10/26/2007,7491
955248,POLICE OFFICER,7/9/2013,7998
955248,DETECTIVE,9/3/2021,4753
926391,POLICE OFFICER,3/1/2000,12047
926391,SERGEANT,11/24/2009,1318
926391,SGT DET SQUAD,11/24/2020,
946524,POLICE OFFICER,1/7/2008,25389
954170,POLICE OFFICER,1/9/2013,777
954170,POLICE OFFICER,2/8/2013,7777
954170,DETECTIVE,12/21/2021,5387
930813,POLICE OFFICER,7/1/2002,14177
930813,SERGEANT,6/25/2014,4427
930813,LIEUTENANT,2/9/2022,
946608,POLICE OFFICER,7/8/2008,5090
960996,POLICE OFFICER,1/6/2016,3192
970732,POLICE OFFICER,12/29/2020,2578
973622,POLICE OFFICER,12/29/2021,30680
898166,POLICE OFFICER,10/15/1990,22264
898166,DETECTIVE,2/25/2005,1976
950935,POLICE OFFICER,7/6/2011,11510
950935,DETECTIVE,10/28/2016,5497
957889,POLICE OFFICER,1/7/2015,24749
953169,POLICE OFFICER,7/11/2012,24794
953169,DETECTIVE,7/29/2019,1786
968033,POLICE OFFICER,7/1/2019,14708
959839,POLICE OFFICER,10/7/2015,23091
931846,POLICE OFFICER,7/1/2002,31705
931846,SERGEANT,9/29/2008,3857
973623,POLICE OFFICER,12/29/2021,31370
966240,POLICE OFFICER,7/2/2018,12750
972818,POLICE OFFICER,10/12/2021,8302
955250,POLICE OFFICER,7/9/2013,21961
950936,POLICE OFFICER,7/6/2011,864
950936,DETECTIVE,8/30/2016,5092
950936,SERGEANT,1/30/2018,4217
964676,POLICE OFFICER,10/18/2017,9730
964677,POLICE OFFICER,10/18/2017,13098
924241,POLICE OFFICER,7/7/1999,26520
924241,SERGEANT,11/23/2010,4059
924241,LIEUTENANT,4/26/2013,
924241,LT DET COMMANDER,7/30/2021,
972819,POLICE OFFICER,10/12/2021,6816
933082,POLICE OFFICER,7/1/2003,29342
933083,POLICE OFFICER,7/1/2003,26562
933083,DETECTIVE,7/25/2008,2523
952046,POLICE OFFICER,1/9/2012,21602
956126,POLICE OFFICER,1/8/2014,1068
941557,POLICE OFFICER,7/10/2006,13225
941557,DETECTIVE,6/10/2021,3412
925820,POLICE OFFICER,3/1/2000,18468
925820,DETECTIVE,11/2/2009,4457
940500,POLICE OFFICER,1/9/2006,30607
940500,SERGEANT,2/25/2011,3753
940500,LIEUTENANT,4/26/2013,
940500,CAPTAIN,6/26/2015,
972136,POLICE OFFICER,7/7/2021,24775
943603,POLICE OFFICER,1/10/2007,13839
943603,DETECTIVE,8/31/2015,3252
959840,POLICE OFFICER,10/7/2015,21312
899656,POLICE OFFICER,4/30/1991,8469
899656,DETECTIVE,6/1/1998,6141
933084,POLICE OFFICER,7/1/2003,25415
933084,DETECTIVE,1/28/2016,1074
954171,POLICE OFFICER,1/9/2013,1229
948671,POLICE OFFICER,7/6/2010,15421
948671,SERGEANT,9/30/2016,2785
918616,POLICE OFFICER,7/18/1996,11191
918616,SERGEANT,7/26/2001,5626
918616,LIEUTENANT,7/30/2004,
918616,CAPTAIN,6/27/2008,
918616,DEPUTY INSPECTOR,11/24/2020,
947289,POLICE OFFICER,7/8/2008,17499
947289,SERGEANT,2/9/2022,2710
956969,POLICE OFFICER,7/9/2014,4193
942797,POLICE OFFICER,7/10/2006,13230
965814,POLICE OFFICER,4/25/2018,6833
942261,POLICE OFFICER,7/10/2006,31430
942261,SERGEANT,10/18/2021,3039
950937,POLICE OFFICER,7/6/2011,1596
960998,POLICE OFFICER,1/6/2016,10647
933085,POLICE OFFICER,7/1/2003,703
914387,POLICE OFFICER,5/1/1995,3130
914387,DETECTIVE,10/29/2004,875
961972,POLICE OFFICER,7/13/2016,9690
937870,POLICE OFFICER,7/11/2005,12457
963178,POLICE OFFICER,1/4/2017,25255
933086,POLICE OFFICER,7/1/2003,1874
933086,POLICE OFFICER,10/25/2004,1878
966241,POLICE OFFICER,7/2/2018,2936
944278,POLICE OFFICER,7/9/2007,6128
944278,SERGEANT,2/28/2014,2913
944278,LIEUTENANT,7/28/2017,
944278,CAPTAIN,3/18/2021,
971163,POLICE OFFICER,2/24/2021,24948
958656,POLICE OFFICER,7/8/2015,19998
928851,POLICE OFFICER,7/2/2001,13504
928851,DETECTIVE,12/17/2015,4359
963666,POLICE OFFICER,4/12/2017,8340
965363,POLICE OFFICER,1/10/2018,10506
957891,POLICE OFFICER,1/7/2015,16066
964678,POLICE OFFICER,10/18/2017,17807
957892,POLICE OFFICER,1/7/2015,15934
960999,POLICE OFFICER,1/6/2016,8920
957893,POLICE OFFICER,1/7/2015,15793
965364,POLICE OFFICER,1/10/2018,26787
943605,POLICE OFFICER,1/10/2007,9436
942798,POLICE OFFICER,7/10/2006,13019
958973,POLICE OFFICER,7/8/2015,19673
939103,POLICE OFFICER,7/11/2005,8861
940502,POLICE OFFICER,1/9/2006,4593
968034,POLICE OFFICER,7/1/2019,14054
968662,POLICE OFFICER,10/7/2019,6103
972820,POLICE OFFICER,10/12/2021,9144
950938,POLICE OFFICER,7/6/2011,11539
927803,POLICE OFFICER,7/2/2001,6033
927803,SERGEANT,9/29/2009,3410
927803,SGT DET SQUAD,5/27/2022,
928852,POLICE OFFICER,7/2/2001,30152
968663,POLICE OFFICER,10/7/2019,7052
935391,POLICE OFFICER,7/1/2004,13122
935391,DETECTIVE,2/9/2022,1789
930819,POLICE OFFICER,7/1/2002,2227
930819,DETECTIVE,4/24/2008,795
971164,POLICE OFFICER,2/24/2021,26724
950939,POLICE OFFICER,7/6/2011,16203
970733,POLICE OFFICER,12/29/2020,10772
972137,POLICE OFFICER,7/7/2021,21471
965365,POLICE OFFICER,1/10/2018,30119
962635,POLICE OFFICER,10/11/2016,13784
952047,POLICE OFFICER,1/9/2012,7836
955253,POLICE OFFICER,7/9/2013,2494
939105,POLICE OFFICER,7/11/2005,22116
939105,SERGEANT,6/26/2015,5376
968035,POLICE OFFICER,7/1/2019,18950
961000,POLICE OFFICER,1/6/2016,3504
939106,POLICE OFFICER,7/11/2005,4931
958975,POLICE OFFICER,7/8/2015,20186
972821,POLICE OFFICER,10/12/2021,2893
973625,POLICE OFFICER,12/29/2021,20435
971165,POLICE OFFICER,2/24/2021,22363
947675,POLICE OFFICER,7/8/2008,5899
947675,SERGEANT,3/26/2020,3647
950940,POLICE OFFICER,7/6/2011,25649
950940,SERGEANT,1/29/2021,5024
935393,POLICE OFFICER,7/1/2004,23927
935393,POLICE OFFICER,1/10/2005,26299
935393,DETECTIVE,2/24/2017,7489
955254,POLICE OFFICER,7/9/2013,31948
945263,POLICE OFFICER,7/9/2007,13099
945263,DETECTIVE,6/2/2014,4093
945263,SERGEANT,7/27/2018,4523
968036,POLICE OFFICER,7/1/2019,14729
955255,POLICE OFFICER,7/9/2013,16728
946639,POLICE OFFICER,7/8/2008,19048
946639,DETECTIVE,9/3/2021,4754
946639,SERGEANT,2/9/2022,2206
958976,POLICE OFFICER,7/8/2015,19876
967625,POLICE OFFICER,4/15/2019,60
939108,POLICE OFFICER,7/11/2005,4035
939109,POLICE OFFICER,7/11/2005,28054
939109,DETECTIVE,9/30/2013,2672
968664,POLICE OFFICER,10/7/2019,10938
940503,POLICE OFFICER,1/9/2006,14942
956970,POLICE OFFICER,7/9/2014,14603
970734,POLICE OFFICER,12/29/2020,4561
970734,POLICE OFFICER,11/16/2021,1445
963667,POLICE OFFICER,4/12/2017,5695
940504,POLICE OFFICER,1/9/2006,16429
940504,SERGEANT,6/30/2017,3429
968665,POLICE OFFICER,10/7/2019,26287
949385,POLICE OFFICER,7/6/2010,791
949385,DETECTIVE,10/7/2019,2269
940980,POLICE OFFICER,1/9/2006,25493
940980,POLICE OFFICER,3/19/2009,25483
940980,DETECTIVE,9/29/2014,5023
968037,POLICE OFFICER,7/1/2019,15328
944844,POLICE OFFICER,7/9/2007,10150
927265,POLICE OFFICER,9/29/2000,29032
927265,DETECTIVE,3/31/2006,4986
928855,POLICE OFFICER,7/2/2001,18647
928855,SERGEANT,12/21/2007,1039
928856,POLICE OFFICER,7/2/2001,25860
928856,SERGEANT,11/30/2006,2269
928856,LIEUTENANT,4/24/2015,
928856,LT DET COMMANDER,5/29/2020,
954172,POLICE OFFICER,1/9/2013,2892
954172,DETECTIVE,4/1/2022,3151
956127,POLICE OFFICER,1/8/2014,15239
950941,POLICE OFFICER,7/6/2011,8938
950941,DETECTIVE,11/21/2017,2685
950941,SERGEANT,9/3/2021,2351
948256,POLICE OFFICER,7/14/2009,27545
948256,DETECTIVE,10/26/2018,5473
955455,POLICE OFFICER,7/9/2013,26087
972138,POLICE OFFICER,7/7/2021,21726
965366,POLICE OFFICER,1/10/2018,28390
956971,POLICE OFFICER,7/9/2014,1636
947818,POLICE OFFICER,7/8/2008,8840
947818,SERGEANT,8/29/2013,4010
947818,LIEUTENANT,7/30/2021,
957895,POLICE OFFICER,1/7/2015,15828
955256,POLICE OFFICER,7/9/2013,5696
958977,POLICE OFFICER,7/8/2015,19279
931849,POLICE OFFICER,7/1/2002,23760
942266,POLICE OFFICER,7/10/2006,9564
942266,DETECTIVE,8/30/2012,3197
949386,POLICE OFFICER,7/6/2010,1590
932192,POLICE OFFICER,7/1/2003,23932
932192,DETECTIVE,2/28/2008,2952
947519,POLICE OFFICER,7/8/2008,20479
947519,DETECTIVE,7/28/2014,1013
928857,POLICE OFFICER,7/2/2001,1731
928857,DETECTIVE,2/27/2009,4900
950942,POLICE OFFICER,7/6/2011,22468
950942,SERGEANT,9/3/2021,480
937203,POLICE OFFICER,1/10/2005,4824
937203,SERGEANT,11/22/2016,2562
940505,POLICE OFFICER,1/9/2006,1838
944279,POLICE OFFICER,7/9/2007,16956
944279,POLICE OFFICER,7/31/2013,16913
944279,POLICE OFFICER,8/6/2013,16956
944279,DETECTIVE,1/31/2014,5484
944279,SERGEANT,6/26/2015,5378
947696,POLICE OFFICER,7/8/2008,8854
948104,POLICE OFFICER,1/14/2009,8631
948104,SERGEANT,11/22/2016,2565
956128,POLICE OFFICER,1/8/2014,3143
956128,DETECTIVE,5/29/2020,6861
944846,POLICE OFFICER,7/9/2007,14089
944846,DETECTIVE,3/2/2015,952
973626,POLICE OFFICER,12/29/2021,20218
961001,POLICE OFFICER,1/6/2016,2834
933088,POLICE OFFICER,7/1/2003,30324
933088,SERGEANT,6/28/2019,325
970735,POLICE OFFICER,12/29/2020,25241
970735,POLICE OFFICER,3/10/2021,30324
955258,POLICE OFFICER,7/9/2013,10634
955258,POLICE OFFICER,11/10/2015,10675
955259,POLICE OFFICER,7/9/2013,17897
949896,POLICE OFFICER,7/6/2011,17032
949896,SERGEANT,1/30/2018,3532
961974,POLICE OFFICER,7/13/2016,10811
932193,POLICE OFFICER,7/1/2003,18346
932193,SERGEANT,12/23/2008,4592
932193,LIEUTENANT,2/24/2017,
956972,POLICE OFFICER,7/9/2014,15373
956972,DETECTIVE,6/24/2022,5799
964679,POLICE OFFICER,10/18/2017,17813
932194,POLICE OFFICER,7/1/2003,5351
937174,POLICE OFFICER,1/10/2005,28927
937174,SERGEANT,1/27/2010,586
937174,LIEUTENANT,6/28/2013,
968038,POLICE OFFICER,7/1/2019,18963
949387,POLICE OFFICER,7/6/2010,266
924251,POLICE OFFICER,7/7/1999,7267
924251,SERGEANT,12/23/2010,5232
963878,POLICE OFFICER,7/5/2017,15701
972823,POLICE OFFICER,10/12/2021,7217
958979,POLICE OFFICER,7/8/2015,17401
958979,DETECTIVE,7/12/2019,2081
945264,POLICE OFFICER,7/9/2007,13102
945264,POLICE OFFICER,6/17/2010,6853
963179,POLICE OFFICER,1/4/2017,25270
952048,POLICE OFFICER,1/9/2012,19100
952048,SERGEANT,3/27/2018,1817
963668,POLICE OFFICER,4/12/2017,6263
946056,POLICE OFFICER,1/7/2008,24303
946056,SERGEANT,2/9/2022,2720
937175,POLICE OFFICER,1/10/2005,22906
937175,DETECTIVE,11/24/2015,2696
954173,POLICE OFFICER,1/9/2013,3785
954173,DETECTIVE,2/26/2020,7183
954173,SERGEANT,5/29/2020,5257
968666,POLICE OFFICER,10/7/2019,12740
966735,POLICE OFFICER,10/24/2018,5879
949388,POLICE OFFICER,7/6/2010,5315
947819,POLICE OFFICER,7/8/2008,26110
947819,DETECTIVE,9/30/2016,7244
968039,POLICE OFFICER,7/1/2019,16057
967626,POLICE OFFICER,4/15/2019,12891
953170,POLICE OFFICER,7/11/2012,7212
953170,DETECTIVE,2/9/2022,1800
933089,POLICE OFFICER,7/1/2003,31303
968667,POLICE OFFICER,10/7/2019,16699
962636,POLICE OFFICER,10/11/2016,24389
941091,POLICE OFFICER,1/9/2006,25062
941091,POLICE OFFICER,11/24/2009,30398
941091,DETECTIVE,7/28/2014,2778
941091,DETECTIVE,5/7/2015,7212
941091,SERGEANT,6/5/2018,1720
952050,POLICE OFFICER,1/9/2012,10207
930830,POLICE OFFICER,7/1/2002,10391
930830,DETECTIVE,8/24/2006,4493
939111,POLICE OFFICER,7/11/2005,24603
939111,DETECTIVE,12/21/2012,6961
939111,POLICE OFFICER,5/12/2015,21544
939111,DETECTIVE,5/21/2020,6921
931501,POLICE OFFICER,7/1/2002,20640
931501,SERGEANT,5/30/2008,2182
931501,LIEUTENANT,6/29/2012,
931501,CAPTAIN,6/9/2017,
931501,LIEUTENANT,8/30/2018,
949390,POLICE OFFICER,7/6/2010,13746
949390,DETECTIVE,7/30/2021,4428
950943,POLICE OFFICER,7/6/2011,30388
962637,POLICE OFFICER,10/11/2016,5741
931850,POLICE OFFICER,7/1/2002,24455
931850,DETECTIVE,8/31/2018,7760
970024,POLICE OFFICER,11/2/2020,24827
940506,POLICE OFFICER,1/9/2006,17618
940506,SERGEANT,12/21/2012,1868
940506,LIEUTENANT,7/30/2021,
944847,POLICE OFFICER,7/9/2007,17383
922865,POLICE OFFICER,8/31/1998,19320
922865,SERGEANT,11/25/2003,966
904669,POLICE OFFICER,8/30/1993,29808
904669,SERGEANT,4/30/1999,2700
904669,LIEUTENANT,3/30/2007,
929556,POLICE OFFICER,7/1/2002,27466
964680,POLICE OFFICER,10/18/2017,4487
964680,POLICE OFFICER,11/17/2021,4420
957896,POLICE OFFICER,1/7/2015,10776
942267,POLICE OFFICER,7/10/2006,2441
942267,SERGEANT,10/30/2019,2295
933090,POLICE OFFICER,7/1/2003,19914
947145,POLICE OFFICER,7/8/2008,15907
971581,POLICE OFFICER,4/28/2021,10253
937176,POLICE OFFICER,1/10/2005,22381
937176,DETECTIVE,4/1/2022,3817
950944,POLICE OFFICER,7/6/2011,7906
969248,POLICE OFFICER,1/6/2020,22825
918068,POLICE OFFICER,7/18/1996,20094
949391,POLICE OFFICER,7/6/2010,2944
948105,POLICE OFFICER,1/14/2009,8635
948105,DETECTIVE,9/29/2014,4690
970025,POLICE OFFICER,11/2/2020,23117
924823,POLICE OFFICER,3/1/2000,2513
961003,POLICE OFFICER,1/6/2016,15206
956815,POLICE OFFICER,7/9/2014,5046
957897,POLICE OFFICER,1/7/2015,16603
933092,POLICE OFFICER,7/1/2003,15303
933092,SERGEANT,5/2/2016,2020
935396,POLICE OFFICER,7/1/2004,31981
935396,DETECTIVE,11/24/2015,4383
969249,POLICE OFFICER,1/6/2020,25617
969250,POLICE OFFICER,1/6/2020,27778
950945,POLICE OFFICER,7/6/2011,10700
950945,DETECTIVE,1/27/2017,1100
950945,SERGEANT,1/29/2021,2980
968476,POLICE OFFICER,10/7/2019,29813
934819,POLICE OFFICER,7/1/2004,24484
934819,DETECTIVE,1/28/2011,5825
934819,DETECTIVE,11/9/2015,1785
943609,POLICE OFFICER,1/10/2007,23617
943609,SERGEANT,12/19/2019,5110
946700,POLICE OFFICER,7/8/2008,1114
946700,POLICE OFFICER,6/11/2010,8868
946700,DETECTIVE,5/27/2022,5037
944848,POLICE OFFICER,7/9/2007,18041
948257,POLICE OFFICER,7/14/2009,25460
948257,SERGEANT,8/30/2016,614
948257,SERGEANT,9/9/2016,3675
948257,LIEUTENANT,9/28/2018,
937178,POLICE OFFICER,1/10/2005,30113
937178,SERGEANT,4/29/2011,1188
937178,LIEUTENANT,4/24/2015,
937178,CAPTAIN,5/27/2022,
944849,POLICE OFFICER,7/9/2007,20086
934941,POLICE OFFICER,7/1/2004,10994
934941,SERGEANT,8/5/2009,818
934941,SGT DET SQUAD,9/28/2012,
934941,LIEUTENANT,10/30/2015,
934941,LT DET COMMANDER,12/19/2019,
920655,POLICE OFFICER,12/8/1997,22180
920655,SERGEANT,9/29/2008,889
920655,LIEUTENANT,10/30/2015,
953172,POLICE OFFICER,7/11/2012,7230
950946,POLICE OFFICER,7/6/2011,2436
950946,DETECTIVE,1/25/2019,6685
972824,POLICE OFFICER,10/12/2021,533
956975,POLICE OFFICER,7/9/2014,3507
933093,POLICE OFFICER,7/1/2003,3358
933093,DETECTIVE,6/28/2013,1252
933093,SERGEANT,2/9/2022,2726
917138,POLICE OFFICER,7/18/1996,5273
917138,SERGEANT,8/24/2001,2207
917138,LIEUTENANT,4/29/2011,
917138,LT SPECIAL ASSIGN,8/22/2017,
918071,POLICE OFFICER,7/18/1996,6323
918071,SERGEANT,11/25/2003,967
918071,SGT DET SQUAD,8/3/2020,
922868,POLICE OFFICER,8/31/1998,21793
922868,SERGEANT,8/26/2005,3568
956129,POLICE OFFICER,1/8/2014,5147
958448,POLICE OFFICER,7/8/2015,18218
955260,POLICE OFFICER,7/9/2013,14354
949392,POLICE OFFICER,7/6/2010,4496
949392,SERGEANT,7/21/2022,350
919478,POLICE OFFICER,4/15/1997,23738
919478,SERGEANT,4/25/2003,3212
919478,LIEUTENANT,4/28/2006,
919478,CAPTAIN,8/27/2010,
919478,DEPUTY INSPECTOR,3/29/2016,
919478,INSPECTOR,11/20/2018,
943610,POLICE OFFICER,1/10/2007,14633
957898,POLICE OFFICER,1/7/2015,15673
957899,POLICE OFFICER,1/7/2015,15277
954175,POLICE OFFICER,1/9/2013,1239
902096,POLICE OFFICER,6/30/1992,9181
902096,DETECTIVE,6/27/1996,5522
972139,POLICE OFFICER,7/7/2021,21804
939113,POLICE OFFICER,7/11/2005,12473
946057,POLICE OFFICER,1/7/2008,13120
930832,POLICE OFFICER,7/1/2002,17172
930832,SERGEANT,10/25/2013,4945
940509,POLICE OFFICER,1/9/2006,8326
940509,SERGEANT,10/30/2019,2093
958980,POLICE OFFICER,7/8/2015,19164
958980,DETECTIVE,6/28/2019,5942
949393,POLICE OFFICER,7/6/2010,16150
973627,POLICE OFFICER,12/29/2021,30832
970736,POLICE OFFICER,12/29/2020,12511
972825,POLICE OFFICER,10/12/2021,7601
963180,POLICE OFFICER,1/4/2017,21042
935398,POLICE OFFICER,7/1/2004,1330
971582,POLICE OFFICER,4/28/2021,14443
945735,POLICE OFFICER,1/7/2008,23751
945735,DETECTIVE,11/24/2020,5876
959842,POLICE OFFICER,10/7/2015,20751
949394,POLICE OFFICER,7/6/2010,16152
961976,POLICE OFFICER,7/13/2016,18277
970737,POLICE OFFICER,12/29/2020,1602
959843,POLICE OFFICER,10/7/2015,22006
934025,POLICE OFFICER,1/20/2004,14369
934025,SERGEANT,2/27/2009,787
934025,LIEUTENANT,10/25/2013,
934025,LT DET COMMANDER,6/10/2021,
944850,POLICE OFFICER,7/9/2007,19199
944850,SERGEANT,12/19/2014,5213
941092,POLICE OFFICER,1/9/2006,30044
941092,DETECTIVE,1/30/2015,4146
950947,POLICE OFFICER,7/6/2011,6119
917139,POLICE OFFICER,7/18/1996,621
917139,SERGEANT,7/26/2001,5627
917139,LIEUTENANT,6/30/2005,
917139,LT SPECIAL ASSIGN,3/18/2021,
958982,POLICE OFFICER,7/8/2015,17404
970738,POLICE OFFICER,12/29/2020,6631
971166,POLICE OFFICER,2/24/2021,23125
962638,POLICE OFFICER,10/11/2016,19204
961977,POLICE OFFICER,7/13/2016,15690
952051,POLICE OFFICER,1/9/2012,18439
956130,POLICE OFFICER,1/8/2014,15241
956130,SERGEANT,7/21/2022,352
967223,POLICE OFFICER,1/3/2019,23602
942800,POLICE OFFICER,7/10/2006,13240
942800,SERGEANT,9/29/2014,4605
952703,POLICE OFFICER,7/11/2012,804
942269,POLICE OFFICER,7/10/2006,8617
942269,SERGEANT,9/30/2016,2601
942270,POLICE OFFICER,7/10/2006,10272
942270,SERGEANT,3/27/2018,1828
957900,POLICE OFFICER,1/7/2015,16402
972826,POLICE OFFICER,10/12/2021,7626
935400,POLICE OFFICER,7/1/2004,1372
935400,DETECTIVE,12/21/2012,7817
942271,POLICE OFFICER,7/10/2006,27835
942271,DETECTIVE,11/26/2013,3611
942271,SERGEANT,6/26/2015,5379
942271,LIEUTENANT,6/24/2022,
961004,POLICE OFFICER,1/6/2016,10711
961004,DETECTIVE,5/27/2022,5044
945266,POLICE OFFICER,7/9/2007,21538
970739,POLICE OFFICER,12/29/2020,9590
952052,POLICE OFFICER,1/9/2012,2267
952052,POLICE OFFICER,12/20/2012,7372
952052,SERGEANT,5/3/2019,4704
957901,POLICE OFFICER,1/7/2015,16478
950949,POLICE OFFICER,7/6/2011,9402
950949,DETECTIVE,8/31/2018,880
950949,SERGEANT,12/21/2018,3027
930835,POLICE OFFICER,7/1/2002,26208
930835,DETECTIVE,12/22/2006,6341
949395,POLICE OFFICER,7/6/2010,2777
949395,DETECTIVE,1/28/2016,5336
968669,POLICE OFFICER,10/7/2019,16882
950950,POLICE OFFICER,7/6/2011,11546
953173,POLICE OFFICER,7/11/2012,12715
953173,DETECTIVE,7/27/2018,4494
956131,POLICE OFFICER,1/8/2014,1209
956131,SERGEANT,3/5/2019,3758
956976,POLICE OFFICER,7/9/2014,8831
937181,POLICE OFFICER,1/10/2005,16546
933096,POLICE OFFICER,7/1/2003,25916
933096,DETECTIVE,12/19/2014,4266
937182,POLICE OFFICER,1/10/2005,4949
937182,SERGEANT,11/3/2014,4871
947292,POLICE OFFICER,7/8/2008,12813
947292,SERGEANT,2/24/2017,1893
947292,LIEUTENANT,2/9/2022,
970027,POLICE OFFICER,11/2/2020,20486
952053,POLICE OFFICER,1/9/2012,2041
952053,DETECTIVE,7/30/2021,4432
896588,POLICE OFFICER,4/25/1990,5710
896588,DETECTIVE,8/27/1999,7178
896588,SERGEANT,2/24/2006,1
947293,POLICE OFFICER,7/8/2008,18144
947294,POLICE OFFICER,7/8/2008,4279
947294,DETECTIVE,12/21/2018,5684
967627,POLICE OFFICER,4/15/2019,12907
933097,POLICE OFFICER,7/1/2003,10250
933097,DETECTIVE,4/24/2009,2344
933097,SERGEANT,11/26/2013,284
970740,POLICE OFFICER,12/29/2020,25162
970740,POLICE OFFICER,3/5/2021,932
946059,POLICE OFFICER,1/7/2008,15734
946059,POLICE OFFICER,4/7/2011,21117
946059,POLICE OFFICER,1/7/2008,15734
946059,POLICE OFFICER,4/7/2011,21117
937184,POLICE OFFICER,1/10/2005,28933
937184,POLICE OFFICER,1/10/2005,28933
922871,POLICE OFFICER,8/31/1998,30646
922871,SERGEANT,3/28/2008,4684
961978,POLICE OFFICER,7/13/2016,18295
970028,POLICE OFFICER,11/2/2020,10194
928866,POLICE OFFICER,7/2/2001,20791
948395,POLICE OFFICER,7/14/2009,26629
924721,POLICE OFFICER,7/7/1999,1507
954176,POLICE OFFICER,1/9/2013,18147
